TITLE,EXTENT,SOURCE TITLE,AUTHOR,SOURCE,SOURCE/TYPE,PUBLISHER,PUBDATE,PUBNAME,GENRE,DOMAIN,SUBDOMAIN,AUTHOR GENDER,AUTHOR AGE,ID,ID/TYPE,DOCUMENTATION,,,,
2nd_Gore-Bush,16001,The Second Gore-Bush Presidential Debate,,http://www.debates.org/index.php?page=october-11-2000-debate-transcript Commission on Presidential Debates,Web,Commission on Predidential Debates,"October 11, 2000",,SP TR,World Affairs,Politics,,,,,,,,,
3rd_Bush-Kerry,15416,The Third Bush-Kerry Presidential Debate,,http://www.debates.org/index.php?page=october-13-2004-debate-transcript Commission on Presidential Debates,Web,Commission on Predidential Debates,"October 13, 2004",,SP TR,World Affairs,Politics,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
A_defense_of_Michael_Moore,4861,"A defense of Michael Moore and ""Bowling for Columbine""",Erik Mšller,http://www.kuro5hin.org/story/2003/8/12/171427/607,Web,,"August 13, 2003",,WR JO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
captured_moments,5409,Captured Moments,Will Shetterly,unknown,Web,,1994,,WR FC,General Fiction,,,,,,,,,,
Nathans_Bylichka,10466,NathanÕs Bylichka,Foster A. Ranney,ANC contribution upload,Contributed,,2006,,WR FC,General Fiction,,Male,<30,,,,,,,
The_Black_Willow,3874,The Black Willow,Foster A. Ranney,ANC contribution upload,Contributed,,2006,,WR FC,General Fiction,,Male,<30,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Ant_Robot,7400,Proposal for a Red Harvester Ant Robot: Colony Infiltration and Task Switching,Sonya F. Roberts,ANC contribution upload,Contributed,,2007,,WR ES,Applied Science,Engineering,Female,15-24,,,,,,,
Ohio_Steel,3269,The Decline of the Northeastern Ohio Steel Market: Why Did Attempts by Union Leaders and Concerned Citizens to Revive the Steel Industry Ultimately Fail?,Philosophy E. Walker,ANC contribution upload,Contributed,,2008,,WR ES,World Affairs,History,Female,<30,,,,,,,
Bartok,4239,Tonal Structure and Form in Bart—kÕs Concerto for Orchestra (I),Drew F. Nobile,ANC contribution upload,Contributed,,2008,,WR ES,Arts,Performing,Male,15-24,,,,,,,
anth_essay_4,3191,Indigenous Revitalization Movements of Latin America: The Rediscovery of Language and Identity,Elise M. Stickles,ANC contribution upload,Contributed,,2008,,WR ES,Social Science,Anthropology,Female,15-24,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Lessig-court-transcript,9235,"Transcript of ERIC ELDRED, ET AL., Petitioners v. JOHN D. ASHCROFT, ATTORNEY GENERAL",,http://www.aaronsw.com/2002/eldredTranscript,Web,,2002,,SP TR,World Affairs,Government,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
NYTnewswire1,747,New York Times newswire,,Linguistic Data Consortium,Contributed,New York Times Inc.,"July 31, 2002",The New York Times,WR NP,World Affairs,,,,,,,,,,
NYTnewswire2,1865,New York Times newswire,,Linguistic Data Consortium,Contributed,New York Times Inc.,"July 31, 2002",The New York Times,WR NP,World Affairs,,,,,,,,,,
NYTnewswire3,894,New York Times newswire,,Linguistic Data Consortium,Contributed,New York Times Inc.,"July 31, 2002",The New York Times,WR NP,World Affairs,,,,,,,,,,
NYTnewswire4,698,New York Times newswire,,Linguistic Data Consortium,Contributed,New York Times Inc.,"July 31, 2002",The New York Times,WR NP,World Affairs,,,,,,,,,,
NYTnewswire5,400,New York Times newswire,,Linguistic Data Consortium,Contributed,New York Times Inc.,"July 31, 2002",The New York Times,WR NP,World Affairs,,,,,,,,,,
NYTnewswire6,1498,New York Times newswire,,Linguistic Data Consortium,Contributed,New York Times Inc.,"July 31, 2002",The New York Times,WR NP,World Affairs,,,,,,,,,,
NYTnewswire7,1165,New York Times newswire,,Linguistic Data Consortium,Contributed,New York Times Inc.,"July 31, 2002",The New York Times,WR NP,World Affairs,,,,,,,,,,
NYTnewswire8,805,New York Times newswire,,Linguistic Data Consortium,Contributed,New York Times Inc.,"July 31, 2002",The New York Times,WR NP,World Affairs,,,,,,,,,,
NYTnewswire9,1855,New York Times newswire,,Linguistic Data Consortium,Contributed,New York Times Inc.,"July 31, 2002",The New York Times,WR NP,World Affairs,,,,,,,,,,
20020731-nyt,7902,New York Times newswire,,Linguistic Data Consortium,Contributed,New York Times Inc.,"July 31, 2002",The New York Times,WR NP,World Affairs,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
tweets1,11102,Twitter corpus part 1,,unknown,Web,,2008,,WR TW,Leisure,Social Media,,,,,,,,,
tweets2,13078,Twitter corpus part 2,,unknown,Web,,2008,,WR TW,Leisure,Social Media,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
AMC2,531,Mail flyer - Appalachian Mountain Club,,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
IFAW1,790,Mail flyer - IFAW Animal Sanctuary Fund,,New York University - Proteus Project,Contributed,,2001,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
NWF1,826,Mail flyer - National Wildlife Federation,,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
alumnifund1,282,"Mail flyer - NEW YORK UNIVERSITY, GRADUATE SCHOOL OF ARTS AND SCIENCE",,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
appalachian1,1270,Mail flyer - Appalachian Mountain Club,,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
aspca1,706,Mail flyer - THE AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
att2,392,Mail flyer - AT&T,,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
audubon1,1100,Mail flyer - Audubon Society,,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
audubon2,662,Mail flyer - Audubon Society,,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
defenders5,1170,Mail flyer - Defenders of Wildlife,,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
guidedogs1,599,"Mail flyer - For The Blind, Inc.",,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
hsus4,1023,Mail flyer - Humane Society of the United States,,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
littleshelter2,254,Mail flyer - Little Shelter,,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
marine1,784,Mail flyer - Center for Marine Conservation,,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
united1,363,Mail flyer - United Airlines,,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
warner1,369,Mail flyer - Time Warner Cable,,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
wildelifewatch1,672,Mail flyer - World Wildlife Fund,,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
wwf12,657,Mail flyer - World Wildlife Fund,,New York University - Proteus Project,Contributed,,2000,,WR LT,fundraising/ advertising discourse,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
fcic_final_report_conclusions,6788,Conclusions of the Financial Crisis Inquiry Commission,,http://fcic-static.law.stanford.edu/cdn_media/fcic-reports/fcic_final_report_conclusions.pdf,Web,Rock Center for Corporate Governance and Stanford Law School,"January 1, 2011",,WR GV,World Affairs,Government,,,,,,,,,
Env_Prot_Agency-nov1,4804,Testimony of Jeff Holmstead Assistant Administrator U.S. Environmental Protection Agency Before The Committee on Environment and Public Works United States Senate,,http://www.epa.gov/clearskies/nov1.pdf,Web,United States Environmental Protection Agency,"November 1, 2001",,WR GV,World Affairs,Government,,,,,,,,,
LSC-Protocol_Regarding_Access,2075,Access to Records,,http://www.lsc.gov,Web,Legal Services Corporation,"April 25, 2002",,WR GV,World Affairs,Government,,,,,,,,,
Postal_Rate_Comm-ReportToCongress2002WEB,4874,Report To The Congress: Authority of The United States Postal Service to Introduce New Products and Services and to Enter Into Rate And Service Agreements with Individual Customers or Groups of Customers,,http://www.prc.gov/,Web,United States Postal Rate Commission,"February 11, 2002",,WR GV,World Affairs,Government,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
pirates,16582,Pirates of the Caribbean,,http://www.lexwilliford.com/Workshops/Screenwriting/Scripts/Adobe%20Acrobat%20Scripts/Pirates_of_the_Caribbean.pdf,Web,,2003,,SP TBS,Arts,Literary,,,,,,,,,
JurassicParkIV-INT,11658,The Lost World: Jurassic Park,David Koepp (based on a novel by Michael Crichton),http://www.lexwilliford.com/Workshops/Screenwriting/Scripts/Adobe%20Acrobat%20Scripts/Jurassic%20Park.pdf,Web,,1993,,SP TBS,Arts,Literary,,,,,,,,,
JurassicParkIV-Scene_1,11658,The Lost World: Jurassic Park,David Koepp (based on a novel by Michael Crichton),http://www.lexwilliford.com/Workshops/Screenwriting/Scripts/Adobe%20Acrobat%20Scripts/Jurassic%20Park.pdf,Web,,1993,,SP TBS,Arts,Literary,,,,,,,,,
JurassicParkIV-Scene_3,11658,The Lost World: Jurassic Park,David Koepp (based on a novel by Michael Crichton),http://www.lexwilliford.com/Workshops/Screenwriting/Scripts/Adobe%20Acrobat%20Scripts/Jurassic%20Park.pdf,Web,,1993,,SP TBS,Arts,Literary,,,,,,,,,
JurassicParkIV-Scene_4,11658,The Lost World: Jurassic Park,David Koepp (based on a novel by Michael Crichton),http://www.lexwilliford.com/Workshops/Screenwriting/Scripts/Adobe%20Acrobat%20Scripts/Jurassic%20Park.pdf,Web,,1993,,SP TBS,Arts,Literary,,,,,,,,,
JurassicParkIV-Scene_5,11658,The Lost World: Jurassic Park,David Koepp (based on a novel by Michael Crichton),http://www.lexwilliford.com/Workshops/Screenwriting/Scripts/Adobe%20Acrobat%20Scripts/Jurassic%20Park.pdf,Web,,1993,,SP TBS,Arts,Literary,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Black_and_white,3190,The Significance of Black and White in Westerm and Eastern Culture,Lauren (anonymous),ANC contribution upload,Contributed,,2008,,WR ES,Social Science,Sociology,Female,<30,,,,,,,
Madame_White_Snake,1961,Madame White Snake: East Asian Femme Fatale of Old,Amanda D. Bates,ANC contribution upload,Contributed,,2008,,WR ES,Arts,Literary,Female,<30,,,,,,,
Homosexuality,2923,What causes Homosexuality in Males?,Nikki Rosard,ANC contribution upload,Contributed,,2008,,WR ES,Social Science ,Psychology,Female,15-24,,,,,,,
Solar_Voyager-Day_1,6414,The Solar Voyager- Day 1,Apple Sauce Kids,http://applesaucekids.com/Stories/SVoyager.html,Web,,2000,,WR FC,Science Fiction,,,,,,,,,,
cable_spool_fort,1644,The Cable Spool Fort,Bill Glover,unknown,Web,,ca. 1995,,WR FC,General Fiction,,,,,,,,,,
easy_money,2925,Easy Money,Bill Glover,unknown,Web,,ca. 1995,,WR FC,General Fiction,,,,,,,,,,
hotel-california,5984,Hotel California,anonymous,ANC contribution upload,Contributed,,2008,,WR FC,General Fiction,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Acephalous-Cant-believe,651,I can't believe I wrote all that last year,Scott Eric Kaufman,http://acephalous.typepad.com/.m/acephalous/2010/05/i-cant-believe-i-wrote-all-that-last-year.html,Web,,"May 7, 2010",,WR BL,Leisure,,,,,,,,,,
Acephalous-Internet,793,The Internet occasionally reminds me of how different life is because of it,Scott Eric Kaufman,http://acephalous.typepad.com/acephalous/2010/05/the-internet-occasionally-reminds-me-of-how-different-life-is-because-of-it.html,Web,,"May 19, 2010",,WR BL,Leisure,,,,,,,,,,
Anti-Terrorist,857,The Anti-Terrorist: Undermining The Motivation For Terrorism,Rev. Bill McGinnis,http://www.loveallpeople.org/antiterrorist.html,Web,,2004,,WR BL,Leisure,,,,,,,,,,
Effing-Idiot,5138,Effing Idiot,Bob Cesca,http://bobcesca.com/blog-archives/tag/christine-odonnell,Web,,"October 19, 2010",,WR BL,Leisure,,,,,,,,,,
Fermentation_Eminent-Domain,2338,Eminent Domain Used To Usurp Wine Label Real Estate,Tom Wark,http://fermentation.typepad.com/fermentation/2010/08/emminent-domain-used-to-usurp-wine-label-real-estate.html,Web,,"August 30, 2010",,WR BL,Leisure,,,,,,,,,,
Fermentation_HR5034,2366,"H.R. 5034: The Lies, The Facts, The Fictions",Tom Wark,http://fermentation.typepad.com/fermentation/2010/07/with-so-much-at-stake-for-americas-alcohol-wholesalers-and-their-protected-monopoly-status-that-props-up-unearned-profits-it.html,Web,,"July 14, 2010",,WR BL,Leisure,,,,,,,,,,
How_soon-Fans,692,Facebook Fans: You Get What You Pay for,Rick Liebling,http://watchingthewatchers.org/indepth/1355950/facebook-fans-you-get-you-pay,Web,,"March 27, 2010",,WR BL,Leisure,,,,,,,,,,
How_soon-Lebron-James,567,How soon is now? Lebron James Makes His Decision: The A-Rod Route,Rick Liebling,http://www.rickliebling.com/2010/07/08/lebron-james-dwyane-wade-miami-heat/,,,"July 8, 2010",,WR BL,Leisure,,,,,,,,,,
Italy,963,The effect of not being on vacation in Italy on a man with a tall stack of papers to grade,Scott Eric Kaufman,http://acephalous.typepad.com/acephalous/2010/05/urbino.html,,,"May 26, 2010",,WR BL,Leisure,,,,,,,,,,
Seedbombing,1166,The Apocalyptic Housewife Goes Seedbombing,Jessica Reeder,http://uprooted.jessicareeder.com/2009/11/the-apocalyptic-housewife-goes-seedbombing/,,,"November 25, 2009",,WR BL,Leisure,,,,,,,,,,
Tupelo-Honey-Cafe,684,"Noshin' at the Tupelo Honey Cafe | Plus, how to get great service in busy restaurants",Jessica Reeder,http://uprooted.jessicareeder.com/2010/03/asheville-tupelo-honey-cafe/,Web,,"March 1, 2010",,WR BL,Leisure,,,,,,,,,,
Uprooted_Bike,1222,"Save the World, Ride a Bike: a visit to Troy Bike Rescue",Jessica Reeder,http://uprooted.jessicareeder.com/2009/09/save-the-world-ride-a-bike/,Web,,"September 1, 2009",,WR BL,Leisure,,,,,,,,,,
Uprooted_Farming-on-Sand,932,"Farming on Sand: The trouble with ""eating local"" on Cape Cod",Jessica Reeder,http://uprooted.jessicareeder.com/2010/01/farming-on-sand/,Web,,"January 1, 2010",,WR BL,Leisure,,,,,,,,,,
blog-jet-lag,1073,Jet Lag: Pathophysiology and Cures,Jacqueline Kory,http://agentplusenvironment.com/blog/2009/12/jet-lag-pathophysiology-and-cures/,Web,,"December 1, 2009",,WR BL,Leisure,,,,,,,,,,
blog-monastery,984,Tibetan Buddhist Retreat,Jacqueline Kory,http://agentplusenvironment.com/blog/2010/04/tibetan-buddhist-retreat/,Web,,"April 1, 2010",,WR BL,Leisure,,,,,,,,,,
blog-new-year's-resolutions,981,"Self-Control, self-efficacy, and New YearÕs resolutions",Jacqueline Kory,http://agentplusenvironment.com/blog/2010/01/self-control-self-efficacy-and-new-years-resolutions/,Web,,"January 1, 2010",,WR BL,Leisure,,,,,,,,,,
blog-varsity-athletics,963,Course credit for varsity athletes?,Caroline Grabill,http://blog.carolynworks.com/?p=346,Web,,"February 26, 2010",,WR BL,Leisure,,,,,,,,,,
detroit,3067,Detroit and the Myth of the $100 House,Jessica Reeder,http://uprooted.jessicareeder.com/2009/09/detroit-and-the-100-dollar-house/,Web,,"September 1, 2009",,WR BL,Leisure,,,,,,,,,,
lessig_blog-carbon,1490,United carbon offset disappointment,Lawrence Lessig,http://www.lessig.org/blog/2009/04/united_carbon_offset_disappoin.html,Web,,"April 27, 2009",,WR BL,Leisure,,,,,,,,,,
sucker,475,There's A Sucker Born Every Minute,Tayari Jones,http://www.tayarijones.com/category/current-events/page/8,Web,,"March 3, 2008",,WR BL,Leisure,,,,,,,,,,
vampires,797,Zombies and Vampires and Ninjas and Pirates,Rick Liebling,http://www.rickliebling.com/2010/07/25/zombies-and-vampires-and-ninjas-and-pirates/,Web,,"July 25, 2010",,WR BL,Leisure,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
1399,5321,The Apartment and others,anonymous,Kevin Lawver,Contributed,,2008,"Ficly. A Better, Shorter Story",WR FT,General Fiction,,,,,,http://ficly.com/,,,,
1400,5258,Paradoxical Behavior Unaccounted For and others,anonymous,Kevin Lawver,Contributed,,2008,"Ficly. A Better, Shorter Story",WR FT,General Fiction,,,,,,http://ficly.com/,,,,
1401,4806,The Sight of a Blinded Man and others,anonymous,Kevin Lawver,Contributed,,2008,"Ficly. A Better, Shorter Story",WR FT,General Fiction,,,,,,http://ficly.com/,,,,
1402,5491,Games [Serial Killer Challenge] and others,anonymous,Kevin Lawver,Contributed,,2008,"Ficly. A Better, Shorter Story",WR FT,General Fiction,,,,,,http://ficly.com/,,,,
1403,5423,Arrival and others,anonymous,Kevin Lawver,Contributed,,2008,"Ficly. A Better, Shorter Story",WR FT,General Fiction,,,,,,http://ficly.com/,,,,
,,,,,,,,,,,,,,,,,,,,
111344,92,Spam email - 111344,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
111348,480,Spam email - 111348,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
111349,328,Spam email - 111349,,Nancy Ide,Contributed,,2010,,WR EM,Letters,Email,,,,,,,,,
111359,412,Spam email - 111359,,Nancy Ide,Contributed,,2010,,WR EM,Letters,Email,,,,,,,,,
111363,714,Spam email - 111363,,Nancy Ide,Contributed,,2010,,WR EM,Letters,Email,,,,,,,,,
111364,313,Spam email - 111364,,Nancy Ide,Contributed,,2010,,WR EM,Letters,Email,,,,,,,,,
111367,341,Spam email - 111367,,Nancy Ide,Contributed,,2010,,WR EM,Letters,Email,,,,,,,,,
111369,164,Spam email - 111369,,Nancy Ide,Contributed,,2010,,WR EM,Letters,Email,,,,,,,,,
111371,328,Spam email - 111371,,Nancy Ide,Contributed,,2010,,WR EM,Letters,Email,,,,,,,,,
111373,152,Spam email - 111373,,Nancy Ide,Contributed,,2010,,WR EM,Letters,Email,,,,,,,,,
111375,139,Spam email - 111375,,Nancy Ide,Contributed,,2010,,WR EM,Letters,Email,,,,,,,,,
111377,133,Spam email - 111377,,Nancy Ide,Contributed,,2010,,WR EM,Letters,Email,,,,,,,,,
111380,396,Spam email - 111380,,Nancy Ide,Contributed,,2010,,WR EM,Letters,Email,,,,,,,,,
111381,1445,Spam email - 111381,,Nancy Ide,Contributed,,2010,,WR EM,Letters,Email,,,,,,,,,
111382,261,Spam email - 111382,,Nancy Ide,Contributed,,2010,,WR EM,Letters,Email,,,,,,,,,
111393,140,Spam email - 111393,,Nancy Ide,Contributed,,2010,,WR EM,Letters,Email,,,,,,,,,
111394,113,Spam email - 111394,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
111399,95,Spam email - 111399,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
111400,779,Spam email - 111400,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
111404,107,Spam email - 111404,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
111406,78,Spam email - 111406,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
111410,211,Spam email - 111410,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
111414,629,Spam email - 111414,,Nancy Ide,Contributed,,2010,,WR EM,Letters,Email,,,,,,,,,
111422,125,Spam email - 111422,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
111424,96,Spam email - 111424,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
111425,302,Spam email - 111425,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
111428,280,Spam email - 111428,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
